sentence,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32
đã nhận được hàng giao hàng rất nhanh điện_thoại rất đẹp rất tốt rất hài_lòng nếu có nhu_cầu sẽ mua thêm .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Máy đẹp như quảng_cáo . Chạy mượt chụp ảnh đẹp . Giá lại rẻ mọi người mua nhanh không hết . Chủ cửa_hàng nhiệt_tình có tâm . Chúc cửa_hàng buôn_bán ngày_càng phát_đạt,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Nhóm màu : pink Dung_lượng lưu_trữ : 128gb rất đẹp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy đẹp màn_hình đẹp nhưng sạc hơi lâu , trải_nghiệm màn cong quá muợt , tiếc sạc thấp quá . Cường lúc tặng kèm tốt ! quá ngon trong tầm giá",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Color family : random color sản_phẩm : thật may_mắn khi nhận đúng cửa_hàng để mua . máy đẹp không tuỳ vết , đã test full các chức_năng đều hoạt_động tốt .. cuối thằng e lãnh lương sẽ ủng_hộ thêm cho cửa_hàng 2 cái nữa nhé ..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Màu_sắc : hồng đỏ : Dung_lượng lưu_trữ : 128gb máy đẹp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Màu_sắc : bạc Phân_loại : nguyên seal tính_năng : nguyên seal + sạc 18w hoco chất_lượng : tuyệt_vời chất_liệu : mới 100% đẹp ưng_ý hoàn_toàn đáng mua , camera màu chưa ưng lắm",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : blue Dung_lượng lưu_trữ : 128gb thiết_kế đẹp_mắt , thiết_kế đẹp_mắt , sang_trọng và thanh_lịch ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhóm màu : màu đen điện_thoại y mẫu đẹp .. nên mua ủng_hộ cửa_hàng nhé .. tốt fullbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Color family : random color sản_phẩm : tuyệt_vời , đã nhận sản_phẩm của cửa_hàng gửi . đúng chuẩn máy đã đặt_hàng , máy mới chính hãng , cửa_hàng uy_tín , sản_phẩm đẹp hợp thoi trang , giá_cả bình_dân . đã sử_dụng 1 thời_gian thấy rất ổn_định . cửa_hàng tư_vấn nhiệt_tình , có tặng rất nhiều voucher hậu_mãi . tháng sau sẽ ủng_hộ cửa_hàng thêm con máy nữa.tặng cửa_hàng 5 sao .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Phân_loại sản_phẩm : điện_thoại f9 thật may_mắn khi nhận đúng cửa_hàng để mua . Máy đẹp không tuỳ vết , đã test full các chức_năng đều hoạt_động tốt .. Cuối thằng e lãnh lương sẽ ủng_hộ thêm cho cửa_hàng 2 cái nữa nhé ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy đẹp mỏng ... sử_dụng cũng khá nhanh ... cửa_hàng giao hàng nhanh và đóng_gói cẩn_thận ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Chất_lượng sản_phẩm : còn sử_dụng tốt Tính_năng nổi_bật : ngoại_hình đẹp Đúng với mô_tả : đúng mô_tả điện_thoại sử_dụng chữa_cháy tốt , ngoại_hình khá mới , test chạy thấy cũng ổn",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : nhiều màu Dung_lượng lưu_trữ : 128gb máy đẹp , cửa_hàng uy_tín",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Điện_thoại đẹp tốt so với tầm giá mượt_mà với giá 1xxx mà được điện_thoại vậy là quá ổn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tính_năng nổi_bật : ổn Đúng với mô_tả : đúng mô_tả Chất_lượng sản_phẩm : tốt Viền lưng điện_thoại bắt_mắt , sử_dụng hiện_tại thấy ổn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sản_phẩm nhìn đẹp , mà pin chán đời quá chưa sử_dụng đã hết pin sập nguồn liên_tục , mọi người nên cân_nhắc trước khi mua",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tính_năng nổi_bật : hàng giao đúng hẹn.máy đẹp , sử_dụng tốt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tiền_nào_của_nấy nhé . Suy_nghĩ kỹ khi mua . Nghịch 1 lúc máy ấm lên tý là nó cứ bị vang lung_tung . Cho_dù mình không làm gì . Ngoại_hình thì như mới . Nhưng máy thì quá lag .,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Color family : random color sản_phẩm : máy sử_dụng rất ổn , cấu_hình thì không cần phải bàn , bề_ngoài đẹp , giá cũng hợp_lý .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : xanh dương Dung_lượng lưu_trữ : 128gb màu_sắc tuyệt đẹp , khó lựa_chọn ! , giao hàng nhanh_chóng và an_toàn . , sử_dụng vật_liệu chất_lượng cao . , thiết_kế mượt_mà , rất ưng ! ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"sản_phẩm đẹp , xứng_đáng với giá tiền , phải_chi được tặng ốp lưng thì tốt nữa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sản_phẩm đẹp hơn mong_đợi , nhẹ_nhàng , hi_vọng sử_dụng sẽ bền ! trải_nghiệm rồi sẽ quay lại đanh giá thêm ! tốt cửa_hàng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sản_phẩm tốt_đẹp cửa_hàng bọc hàng cẩn_thận,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Color family : random color sản_phẩm : màu đen cáp sạc tôi rất hài_lòng khi nhận hàng của cửa_hàng , máy rất đẹp , cảm_ứng nhạy , mọi chức_năng ổn_áp . chúc cửa_hàng luôn đắt khách và thành_công",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Máy đẹp theo mình là 80% so với máy mới . Pin tầm 70% . Màn_hình bị lỗi loá sáng 1 điểm như trong video . Mất cảm_biến tiệm_cận . Còn mọi chức_năng khác hoạt_động tốt và bình_thường như máy mới . Giá này của cửa_hàng là quá tốt . 5 Sao . Sẽ quay lại ủng_hộ cửa_hàng thêm .,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Máy ngoại_hình thì đẹp mà máy hơi lag giật cảm_ứng không được nhạy lắm mua cho người_lớn nhu_cầu ít thì oke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm quá đẹp số với tầm giá . màn_hình đẹp .,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : black giao nhanh , điên thoại nhỏ_xíu luôn à , cưng lắm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"điện_thoại newseal , pin khoẻ thiết_kế đẹp hệ_điều_hành mượt mọi thứ quá hoàn_hảo trong phân khúc 珞朗樂殺 không có gì để chê quá êm",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giao hàng nhanh , sản_phẩm đẹp , đã sử_dụng được nửa ngày thấy rất tốt , dành cho ai chi_phí hạn_hẹp hoặc mua cho bé học_tập rất tốt . Có phiếu bảo_hành nửa nên rất yên_tâm , đáng mua nhé mọi người !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Rất rất hài_lòng về cửa_hàng , điện thoai siêu đẹp và xịn xò , cửa_hàng còn cho ốp lưng , đóng_gói kỹ_càng , sẽ tiếp_tục mua laptop và diện thoai của cửa_hàng nữa , cả nhà nên mua đi nha , giá_cả rất tốt và rất chất_lượng ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb thời_lượng pin lâu_dài , thiết_kế đẹp_mắt , chất_lượng camera ấn_tượng ,",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy đẹp , sẽ ủng_hộ cửa_hàng nếu có mua thêm máy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ngoại_hình đẹp trên 85% xài rất tốt cửa_hàng ơi cửa_hàng rất uy_tín mọi người nên mua về sử_dụng nha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hàng tân_trang đẹp , cảm_ứng tốt , 5 sao , sẽ ủng_hộ tiếp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
