sentence,aspect,sentiment
Tính_năng nổi_bật : máy nát bét Chất_lượng sản_phẩm : quá tệ Đúng với mô_tả : không đúng 1 tí nào cảm_ứng đơ lag máy vỏ mới máy cũ jack 3.5 oxi hoá kích ram rom ảo pin cũ sử_dụng lúc hết sạc chậm mà ghi 18w ... quá nhiều vấn_đề cửa_hàng cãi cùn nhắn_tin không trả_lời,Performance,Negative
Tính_năng nổi_bật : sản_phẩm chất_lượng Chất_lượng sản_phẩm : tốt Đúng với mô_tả : chuẩn mình rất hài_lòng về sản phẩm.cửa hàng làm_ăn uy_tín sẽ ủng_hộ cửa_hàng dài.cam on nhiều,General,Positive
"độ_phân_giải hd cho hình_ảnh sắc nét . , giá_trị tuyệt_vời cho giá_cả . ,",Display,Positive
"Tính_năng nổi_bật : màn_hình vừa , pin khoẻ , sạc nhanh , chạy mượt trong tầm giá Đúng với mô_tả : đúng , nguyên seal , đủ phụ_kiện từ a đến z , như quảng_cáo Chất_lượng sản_phẩm : đẹp , cầm_chắc tay , camera cũng ổn , pin lâu , rất hài_lòng . nhưng đôi_lúc chạy lag máy nhận đủ phụ_kiện , nguyên seal , đúng mô_tả . thiết_kế đẹp , cầm_chắc tay , màn_hình lớn , màu_sắc hiển_thị rõ_ràng . hiệu_năng ổn trong tầm giá , chơi game và lướt web mượt , không giật lag . pin trâu , sạc nhanh , sử_dụng thoải_mái cả ngày . camera chụp ảnh sắc nét , màu lên tự_nhiên . cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh , phục_vụ chu_đáo . rất hài_lòng , đáng tiền , sẽ ủng_hộ tiếp !",Shipping,Positive
Hàng tốt giáo nhanh nên cho 5sao,Shipping,Positive
Pin sạc đầy mất 4 tiếng . Camera chính chụp đêm nhiễu hạt . Ship phí cao nhưng hộp ướt khi nhận .,Battery,Negative
Không nhận được hàng nhưng không có ý_kiến gì với khách_hàng,Others,Neutral
Cửa_hàng đóng hàng cẩn_thận sản_phẩm như mô_tả,Packaging,Positive
"máy sử_dụng ổn_áp , màn 120hz khá mượt ( có_thể tuỳ chỉnh tốc_độ vuốt ) sạc cũng nhanh ( sạc có 2 ổ , 1 ổ 2 chân và 1 ổ 3 chân "" có_thể sử_dụng sạc tuỳ_thích ) . có chức_năng sạc nhánh nên khi chơi game không phải lo về pin . đối_với chơi game thì ổn_áp với những con game tầm trung ( còn những game mihoyo thì hơi khó ) mới trải_nghiệm nên chờ về lâu_dài xem sao . """,Battery,Positive
"Kém khác bình_thường pin hết bất_thình_lình . Hiệu_năng không ổn . ,",Performance,Negative
Lần đầu mua sản_phẩm có giá_trị lớn trên đây cũng lo với sợ . Nhưng khi nhận hàng thấy rất yên_tâm . Máy mới bóc đập_hộp chính hãng . Đáng tin_cậy,General,Positive
"Shopee là sàn giao_dịch thương_mại_điện_tử có trụ_sở đặt tại singapore , thuộc sở_hữu của sea_ltd ( trước_đây là garena ) , được thành_lập vào năm 2009 bởi lý tiểu đông . Shopee được giới_thiệu lần đầu tại",Others,Neutral
"Màu_sắc : đen Phân_loại : nguyên seal không sạc máy mới không co sạc kèm theo pin khá trâu vi m luot tic tok không may hơi chậm xem youtube và tic tok tốt với gia nay m thay may tốt roi cửa_hàng sale gia cug rẻ . Đang tien phiên_bản quốc_tế tuyệt_vời với khả_năng tương_thích toàn_cầu . , màn_hình tuyệt_vời với tần_số làm mới 90hz . , chất_lượng camera ấn_tượng . ,",Price,Positive
Tính_năng nổi_bật : chơi game tốt ngaoi5 hình đẹp Chất_lượng sản_phẩm : tốt nhung hinh nhu chong nc không tốt Đúng với mô_tả : dung với hơn 4 củ mua cho tk em thích chơi game rất hợp lí,Design,Positive
"máy sử_dụng rất mượt , rất đáng tin_cậy , mọi người hãy yên_tâm khi mua sản_phẩm bên cửa_hàng này nhé .",Performance,Positive
"máy rất đẹp nha , đóng_gói chỉn_chu , mua cho ng lớn sử_dụng nên pin trâu tốt , sẽ mua lại sau_này",Packaging,Positive
Đẹp ! xịn ! giao nhanh ! nhưng_mà giao điện_thoại hơi sai mẫu ! đặt a74 mà nó ra a7x hay gì ý,Shipping,Positive
Tính_năng nổi_bật : bin trâu Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Hàng đẹp giá rẻ đẹp chất_lượng tốt đã mua rất nhiều lần có nhu_cầu sẽ mua ủng_hộ tiếp,Price,Positive
"Hàng chính hãng bọc hàng kỹ , có băng_dính niêm_phong , 2 lần chống sốc rất kỹ mua ngày 7/7 thì 8/7 mới kích_hoạt bảo_hành tự_động săn sale 7/7 được giảm_giá 5 triệu luông lần đầu mua hàng giá_trị cao qua shopee nhưng rất yên_tâm sử_dụng 1 tháng rồi mới đánh_giá",Price,Positive
"Hiệu_năng đa_nhiệm kém , đóng_gói thiếu seal . Camera selfie da xỉn màu , giao không theo_dõi .",Camera,Negative
"giao hàng nhanh , đóng_gói cẩn_thận . điện_thoại sử_dụng thích lắm , zá rẻ nữa",Price,Positive
"Sản_phẩm đẹp , tốt , đúng màu . Sử_dụng tốt",Design,Positive
Máy dựng . Gửi máy bị lỗi sim vitell .,General,Negative
Màu_sắc : đen Phân_loại : nguyên seal hàng tốt cảm_ơn cửa_hàng giao hàng đúng nhanh,Packaging,Positive
Máy đẹp sử_dụng mượt,Design,Positive
Giá sản_phẩm phản_ánh đúng thông_số kỹ_thuật . Hộp đựng sản_phẩm bao_gồm thân máy và cáp sạc .,Battery,Neutral
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : tuyệt_vời , cửa_hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa_hàng tư_vấn nhiệt_tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa_hàng đóng_gói cẩn_thận giao hàng cũng rất là nhanh mình test một thời_gian thì máy rất là tốt nói_chung là tốt tất_cả cửa_hàng uy_tín lần sau mình sẽ giới_thiệu mọi người ủng_hộ thêm cho cửa_hàng nha tặng cửa_hàng 5 sao nè",Packaging,Positive
"mua cho người_lớn ở nhà nên không có hình_ảnh , điện_thoại khá tốt",General,Positive
Mức giá được niêm_yết trên website,Price,Neutral
"Máy mới mua đập_hộp mà giật lác , mở các ứng_dụng cơ_bản lâu , camera có độ trễ rõ_ràng luôn , mình có hoàn hàng mà hãng gọi điện_thoại nhờ ra ch để chạy lại phần_mềm , mình tốt ra chạy lại , tuy_nhiên về sử_dụng vẫn thấy hiện_tượng tương_tự thi_thoảng xảy ra không chấp_nhận vc 1 máy mới mua mới_tinh mà xảy ra hiện_tượng vậy với mình không_thể_nào cứ qua ch để bảo_hành cho 1 chiếc máy mới như_vậy được , tuy_nhiên yc hoàn của mình không được phía sàn cucng như bên fpt đồng_ý , thật_sự là 1 trải_nghiệm mua hàng tệ , mình đã mua sản_phẩm tương_tự cách đây 3 tháng trên sàn qua ch khác , sản_phẩm rất tốt trong lần đầu tiền sử_dụng , còn đây máy mới chưa có sử_dụng gì nhiều mới khởi_động máy mở vài ứng_dụng cơ_bản đã bị vậy",Performance,Negative
Camera cho ra ảnh có chi_tiết ở mức vừa_phải .,Camera,Neutral
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb  Thời_lượng pin : tốt  Chất_lượng camera : tốt ⚡ Hiệu_suất : tốt hàng chính hãng nên tốt nha giao rất nhanh cửa_hàng phục_vụ nhiệt_tình shiper chuyên_nghiệp tốt nha hình_ảnh chỉ mang tính minh_hoạ,Camera,Positive
"đúng hình . tuy_nhiên , máy lag , thao_tác không mượt_mà .",Performance,Negative
Màu máy : màu đen sản_phẩm : samsung a50s 4/6 4g b chuẩn . Tốt nha cửa_hàng máy đẹp mới chuẩn đúng chính hãng luôn nha nói_chung là tết qua thì mọi chức_năng đều rất là tốt cửa_hàng bán uy_tín đúng mẫu mình cần chuẩn lắm luôn giá_cả hợp_lý cửa_hàng tư_vấn nhiệt_tình đóng_gói chắc_chắn cẩn_thận tặng cửa_hàng năm sao nha lần sau mình sẽ giới_thiệu mọi người ủng_hộ cửa_hàng cảm_ơn cửa_hàng nhiều ,Price,Positive
"Tính_năng nổi_bật : màn_hình vừa , pin khoẻ , sạc nhanh , chạy mượt trong tầm giá Đúng với mô_tả : đúng , nguyên seal , đủ phụ_kiện từ a đến z , như quảng_cáo Chất_lượng sản_phẩm : đẹp , cầm_chắc tay , camera cũng ổn , pin lâu , rất hài_lòng . nhưng đôi_lúc chạy lag máy nhận đủ phụ_kiện , nguyên seal , đúng mô_tả . thiết_kế đẹp , cầm_chắc tay , màn_hình lớn , màu_sắc hiển_thị rõ_ràng . hiệu_năng ổn trong tầm giá , chơi game và lướt web mượt , không giật lag . pin trâu , sạc nhanh , sử_dụng thoải_mái cả ngày . camera chụp ảnh sắc nét , màu lên tự_nhiên . cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh , phục_vụ chu_đáo . rất hài_lòng , đáng tiền , sẽ ủng_hộ tiếp !",Shop_Service,Positive
Sản_phẩm đúng như mong_đợi .. mượt hơn nhiu con trong cùng tầm giá .,Performance,Positive
camera selfie bị méo hình . viền màn_hình quá dày so với ảnh . máy hay bị lag khi lướt web . đóng hàng lỏng_lẻo . đơn hàng bị thất_lạc trong quá_trình vận_chuyển,Packaging,Negative
"Máy ngon nhưng pin thì quá chán , xài được 2 tiếng phải đem đi sạc nữa rồi .",Battery,Negative
"Chất_lượng sản_phẩm : cực tốt Tính_năng nổi_bật : gaming máy thiết_kế đẹp , phụ_kiện đầy_đủ bộ sạc , ốp lưng máy chạy mượt , ui đẹp_mắt , có nhiều tính_năng hỗ_trợ cho gaming so với giá thì quá ổn",Design,Positive
Không sử_dụng như các điện_thoại bàn khác,Others,Neutral
"Giao hàng chậm không thông_báo , đóng_gói sử_dụng túi nhựa mỏng . Camera phóng to số kém chất_lượng , pin không đạt chuẩn quảng_cáo .",Battery,Negative
"Vân tay và face unlock nhận kém , phải nhập mã PIN . Mở khoá chậm gây bất_tiện . Bảo_mật sinh trắc không ổn_định",General,Negative
"Loa rè , âm_lượng nhỏ . Khác với mô_tả âm_thanh to rõ . Tính_năng âm_thanh nổi không có tác_dụng . Camera và mic cũng tệ , chăm_sóc khách_hàng hỗ_trợ chậm",Shop_Service,Negative
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Lần đầu mua hàng giá_trị cao trên shopee , lại là hàng điện_tử cũng hơi lo . Nhưng rất may là mọi thứ đều ổn , điện_thoại nguyên seal , nguyên hộp , chính hãng 100% . Sẽ còn ủng_hộ cửa_hàng nhiều lần nữa",General,Positive
"Tốn 2 triệu bạc mua cái điện_thoại mà không giải_quyết được vấn_đề gì phí tiền , mua máy về lắp sim vào máy không có một vạch sóng nào không nghe gọi được thì sử_dụng kiểu gì . Nhắn_tin cửa_hàng thì cửa_hàng nói khôi_phục cài_đặt gốc đủ thứ rồi cũng chẳng ăn_thua không tí sóng nào . Pin thì sụt nhanh hết cỡ , không chơi game chỉ Facebook tikttok với zalo mà ngày phải sạc 3 lần mới đủ sử_dụng . Các bạn nên cân_nhắc kỹ khi mua máy này . Cửa_hàng nói hỗ_trợ đổi máy mới nhưng phải gửi máy cho cửa_hàng trước cửa_hàng test kiểm_tra kỹ_lưỡng mới cho đổi , vì công_việc mình cần máy để làm_việc online nên cũng chẳng đổi nữa , mất thời_gian , mọi người nên cân_nhắc kỹ trước khi mua . Điện_thoại sử_dụng gì mà được vài hôm đã tự bung cả cụm kính camera . Đúng hàng fake tq có khác . Coi như mất tiền ngu",Battery,Negative
"Bức_xúc vô_cùng không_thể chấp_nhận shipper giao hàng trễ còn thái_độ cực_kỳ khó_chịu ,",Shipping,Negative
"Đang sử_dụng máy của cửa_hàng giao và có những trải_nghiệm như sau , camera chụp hình đẹp , pin sử_dụng ổn chơi game hoặc xem youtube khoảng 4 đến 5 tiếng , pin sạc nhanh đầy điểm này rất lợi_ích , cảm_ứng vuốt rất mượt , màn_hình sáng và rõ nét , sóng điện_thoại full vào mấy nhà kín sóng vẫn khoẻ , ngoại_hình máy",Display,Positive
"Phân_loại sản_phẩm : điện_thoại f9 thật may_mắn khi nhận đúng cửa_hàng để mua . Máy đẹp không tuỳ vết , đã test full các chức_năng đều hoạt_động tốt .. Cuối thằng e lãnh lương sẽ ủng_hộ thêm cho cửa_hàng 2 cái nữa nhé ...",Design,Positive
tệ sai sự_thật sạc không vào pin . sử_dụng sạc gốc cắm cả tiếng đồng_hồ mà pin không lên % nào . giờ thành cục chặn giấy đúng nghĩa .,Battery,Negative
camera chính rung khi quay chậm . pin tụt 25% nghe gọi 30 phút . ship muộn lễ không ưu_tiên .,Battery,Negative
Máy nhìn tốt . Tương_đương với tầm giá . Để chải nghiệm xem chất_lượng như_thế_nào sẽ đánh_giá sau 4 sao,Price,Neutral
"Nhóm màu : đen khe cắm sim kép tiện_lợi , tuổi_thọ pin lâu_dài , chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc , chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc ,",Camera,Positive
Chất_lượng sản_phẩm : hiệu_năng và phần_mềm vận_hành ổn_định khi dùng các ứng_dụng cơ_bản .,General,Neutral
Màn_hình có dấu_hiệu bong,Display,Negative
"Nhóm màu : màu bạc Dung_lượng lưu_trữ : 256gb mọi thứ đều hài_lòng ngoại_trừ việc đặt máy màu xám mà cửa_hàng chọn cho con máy màu đỏ đô ( mình con trai mà sử_dụng điện_thoại màu đỏ thì hơi quan_ngại thật . Kaka . Mà không sao mua thêm cái ốp lưng để giải_quyết cái màu . Biết mình ở xa cửa_hàng có tâm chọn máy ngoại_hình mới keng . Sử_dụng khoảng 1 tuần thấy mọi thứ đều tốt . Pin trâu , màn_hình đẹp , camera siêu nét , loa nghe nhạc rất hay . Mình ít chiến game , sử_dụng youtube , facebook các kiểu vẫn mát_mẻ . Nói_chung là hài_lòng . Cảm_ơn cửa_hàng đã bán con máy chất_lượng . Hy_vọng sau_này mọi thứ vẫn ổn",General,Positive
"Kém chất_lượng sai_lệch thiếu đóng_gói lỏng . Shipping trễ , phí cao đỏ . ,",Packaging,Negative
"dở không không có pin sạc lâu . đóng_gói kém an_toàn . ,",Battery,Negative
"Nhóm màu : vàng Dung_lượng lưu_trữ : 16gb đã nhận được hàng sáng nay , sản_phẩm như mong_đợi , chiến game mượt , cấu_hình tốt , chụp hình nét lắm , , , cửa_hàng nhiệt_tình lắm ạ , a ship giao hàng thân_thiện … cảm_ơn sàn lazada uy_tín 殺",Performance,Positive
Không xử_lý nổi game nhẹ . Lag khi mở youtube . Máy nóng khi xem video . Chơi game bị giật liên_tục . Pin nhanh hết . Chăm_sóc khách_hàng không giải_quyết,Performance,Negative
"xấu_xí không khớp lag nặng khi cập_nhật phần_mềm như đang nhảy_múa ballet trên vũng bùn , camera tối_om noise đầy như tiệc ma_quái , shipping lỗi hỏng nút bấm nhẹ kiểu ' ô_hay , nút đâu mất rồi '",Design,Negative
"Hối_hận thực_sự đúng máy nhưng sai_lầm tất_cả đều tệ . Đây là sản_phẩm công_nghệ tệ nhất mình từng mua . Pin yếu , hiệu_năng lag , camera xấu , máy nóng , phần_mềm lỗi . Mình khuyên thật lòng mọi người nên tránh xa mẫu máy này ra , đừng để mất tiền oan như mình .",Camera,Negative
"cửa_hàng nhiệt_tình , giao rất nhanh , máy rất đẹp , có_điều màn_hình máy thi thấy bị bóng mờ đằng sau , nhưng vậy là quá tốt",Shipping,Positive
"Đóng_gói không ngừa ẩm_mốc , camera selfie tiếng ồn lớn . Hỗ_trợ thư_điện_tử bỏ_qua , hiệu_năng ram giả_mạo .",Packaging,Negative
"hiệu_năng hơi kém , dưới mức tạm được . màu_sắc máy ngoài đời xấu hơn . pin sạc đầy rất lâu . chăm_sóc khách_hàng hứa_hẹn rồi mất_tăm . vận_chuyển không có mã theo_dõi",Shipping,Negative
"cửa_hàng tư_vấn nhiệt_tình , hướng_dẫn cụ_thể , giao hàng nhanh ,",Shop_Service,Positive
"Phiên_bản : ram 6/12 8gb hàng đẹp , đóng_gói rất kỹ , cửa_hàng nhiệt_tình hỗ_trợ",Shop_Service,Positive
Tính_năng nổi_bật : on Đúng với mô_tả : dung voi mô_tả Chất_lượng sản_phẩm : tốt nen mua moi nguoi a chất_lượng san pham tốt giao hàng nhanh tu van nhiet tinh,Shop_Service,Positive
hình_thức ngoại_hình đẹp . pin sử_dụng tạm ổn thôi không được tốt .,Battery,Negative
"Màu_sắc : xanh matcha  Thời_lượng pin : dài  Chất_lượng camera : nét ⚡ Hiệu_suất : cao các bạn lưu_ý khi treo cờ ạ : - thứ nhất : là treo từ khấc thứ 4 từ dưới lên - thứ 2 : hình ngôi_sao phải ở vị_trí giữa - thứ 3 : mặt đỏ hơn là mặt_trái , nên các bạn sẽ treo mặt bóng ( mặt phải ) ra bên ngoài nhé . @ all từ cuộc chia_tay giữa hlv hoàng_anh tuấn và clb bình_dương , nhiều người phải tiếc cho hlv lê_huỳnh đức . vì cựu vương v.league được đầu_tư lớn nhưng thành_tích không tốt .",Battery,Positive
"giao hàng nhanh , chăm_sóc kh tốt . mới sử_dụng 1 tuần có_vẻ ổn . mua cho người_lớn sử_dụng pin khoẻ tốt",Battery,Positive
điều_kiện bảo_hành yêu_cầu hoá_đơn mua hàng,Shop_Service,Neutral
"Sử_dụng được mấy hôm thấy cũng ổn , không biết sử_dụng lâu_dài thì sao nữa , giao hàng đúng vào ngày bão lên hơi chậm xíu , nhưng_mà nhân_viên đọc ghi_chú nhiệt_tình",Shipping,Negative
"Không biết có phải máy dựng không , mà lúc sử_dụng_tác pgụ bình_thường cũng thấy lag",Performance,Negative
"Máy sử_dụng tốt , kiểu_dáng đẹp , sang_trọng . Nhân_viên phục_vụ chu_đáo , . Hướng_dẫn nhiệt_tình . Máy không_chỉ sở_hữu cấu_hình mạnh_mẽ mà_còn có camera trước và sau chụp hình rất sắc nét , xem phim và loa thì khỏi chê , bin lướt facebook cả ngày",Design,Positive
"Color : đen-l vẻ ngoài đơn_giản và đẹp_trai , hiện_đại và thời_trang , vừa_vặn thoải_mái và rộng_rãi , thiết_kế phong_cách và hợp_thời trang , dễ phối đồ và linh_hoạt ,",Others,Neutral
Ức_chế muốn khóc thất_vọng tràn_trề pin sụt nhanh đến mức phải cắm sạc suốt ngày,Battery,Negative
"Màu ngẫu_nhiên : tainghe ❤❤❤cửa hàng uy_tín bán hàng đúng như mô_tả đánh giá cửa_hàng 5 sao … . ❤️ nhân_viên giao hàng vui_tính , cửa_hàng siêu cute đã mua ở cửa_hàng vài lần đều thích cả like like❤️",Shop_Service,Positive
Hiệu_năng ram ảo gây chậm hệ_thống . Ship phí nội_địa nhưng chậm quốc_tế . Chăm_sóc khách_hàng hứa suông không thực_hiện .,Shop_Service,Negative
Màu_sắc : xanh Phiên_bản : bản locksim-hư sim pin trâu vcl sài 14 tiếng liên_tục mà máy còn 31% chơi game thì tạm ổn với tầm giá cam thì chống mù thôi ngoại_hình đẹp ít trầy_xước,Camera,Negative
